"state","pollster","size","date","candidate","percentage"
"","Harris Insights & Analytics",1002,"9/25/19 7:49","Trump",38
"","Harris Insights & Analytics",1002,"9/25/19 7:49","Yang",32
"","Harris Insights & Analytics",1002,"9/25/19 7:49","Trump",39
"","Harris Insights & Analytics",1002,"9/25/19 7:49","Steyer",31
"","Harris Insights & Analytics",1002,"9/25/19 7:49","Trump",37
"Missouri","Remington Research Group",1046,"9/22/19 9:22","Biden",42
"Missouri","Remington Research Group",1046,"9/22/19 9:22","Trump",53
"Missouri","Remington Research Group",1046,"9/22/19 9:23","Sanders",37
"Missouri","Remington Research Group",1046,"9/22/19 9:23","Trump",54
"Missouri","Remington Research Group",1046,"9/22/19 9:23","Warren",40
"Missouri","Remington Research Group",1046,"9/22/19 9:23","Trump",54
"","Zogby Interactive/JZ Analytics",1004,"9/25/19 15:06","Biden",49
"","Zogby Interactive/JZ Analytics",1004,"9/25/19 15:06","Trump",44
"","Zogby Interactive/JZ Analytics",1004,"9/25/19 15:06","Sanders",47
"","Zogby Interactive/JZ Analytics",1004,"9/25/19 15:06","Trump",46
"","Zogby Interactive/JZ Analytics",1004,"9/25/19 15:06","Warren",45
"","Zogby Interactive/JZ Analytics",1004,"9/25/19 15:06","Trump",46
"","Fox News/Beacon Research/Shaw & Co. Research",1008,"9/18/19 18:03","Biden",52
"","Fox News/Beacon Research/Shaw & Co. Research",1008,"9/18/19 18:03","Trump",38
"","Fox News/Beacon Research/Shaw & Co. Research",1008,"9/18/19 18:03","Warren",46
"","Fox News/Beacon Research/Shaw & Co. Research",1008,"9/18/19 18:03","Trump",40
"","Fox News/Beacon Research/Shaw & Co. Research",1008,"9/18/19 18:03","Harris",42
"","Fox News/Beacon Research/Shaw & Co. Research",1008,"9/18/19 18:03","Trump",40
"","Fox News/Beacon Research/Shaw & Co. Research",1008,"9/18/19 18:03","Sanders",48
"","Fox News/Beacon Research/Shaw & Co. Research",1008,"9/18/19 18:03","Trump",40
"","YouGov",1184,"4/9/20 16:18","Biden",45
"","YouGov",1184,"4/9/20 16:18","Trump",41
"California","Emerson College",830,"9/17/19 12:04","Biden",63.8
"California","Emerson College",830,"9/17/19 12:04","Trump",36.2
"California","Emerson College",830,"9/17/19 12:04","Sanders",62.5
"California","Emerson College",830,"9/17/19 12:04","Trump",37.5
"California","Emerson College",830,"9/17/19 12:05","Harris",60.8
"California","Emerson College",830,"9/17/19 12:05","Trump",39.2
"California","Emerson College",830,"9/17/19 12:05","Warren",61.2
"California","Emerson College",830,"9/17/19 12:05","Trump",38.8
"","SurveyUSA",4520,"9/19/19 7:45","Biden",49
"","SurveyUSA",4520,"9/19/19 7:45","Trump",41
"","SurveyUSA",4520,"9/19/19 7:45","Biden",49
"","SurveyUSA",4520,"9/19/19 7:45","Pence",37
"","SurveyUSA",4520,"9/19/19 7:45","Biden",51
"","SurveyUSA",4520,"9/19/19 7:45","Haley",23
"","SurveyUSA",4520,"9/19/19 7:45","Harris",44
"","SurveyUSA",4520,"9/19/19 7:45","Trump",44
"","SurveyUSA",4520,"9/19/19 7:45","Harris",41
"","SurveyUSA",4520,"9/19/19 7:45","Pence",42
"","SurveyUSA",4520,"9/19/19 7:45","Harris",40
"","SurveyUSA",4520,"9/19/19 7:45","Haley",27
"","SurveyUSA",4520,"9/19/19 7:45","O'Rourke",41
"","SurveyUSA",4520,"9/19/19 7:45","Trump",44
"","SurveyUSA",4520,"9/19/19 7:45","O'Rourke",38
"","SurveyUSA",4520,"9/19/19 7:45","Pence",42
"","SurveyUSA",4520,"9/19/19 7:45","O'Rourke",37
"","SurveyUSA",4520,"9/19/19 7:45","Haley",30
"","SurveyUSA",4520,"9/19/19 7:45","Warren",45
"","SurveyUSA",4520,"9/19/19 7:45","Trump",43
"","SurveyUSA",4520,"9/19/19 7:45","Warren",43
"","SurveyUSA",4520,"9/19/19 7:45","Pence",41
"","SurveyUSA",4520,"9/19/19 7:45","Warren",42
"","SurveyUSA",4520,"9/19/19 7:45","Haley",28
"","SurveyUSA",4520,"9/19/19 7:45","Sanders",48
"","SurveyUSA",4520,"9/19/19 7:45","Trump",43
"","SurveyUSA",4520,"9/19/19 7:45","Sanders",48
"","SurveyUSA",4520,"9/19/19 7:45","Pence",39
"","SurveyUSA",4520,"9/19/19 7:45","Sanders",48
"","SurveyUSA",4520,"9/19/19 7:45","Haley",29
"California","SurveyUSA",1785,"9/19/19 7:46","Biden",57
"California","SurveyUSA",1785,"9/19/19 7:46","Trump",31
"California","SurveyUSA",1785,"9/19/19 7:46","Biden",58
"California","SurveyUSA",1785,"9/19/19 7:46","Pence",27
"California","SurveyUSA",1785,"9/19/19 7:46","Biden",56
"California","SurveyUSA",1785,"9/19/19 7:46","Haley",21
"California","SurveyUSA",1785,"9/19/19 7:46","Harris",53
"California","SurveyUSA",1785,"9/19/19 7:46","Trump",35
"California","SurveyUSA",1785,"9/19/19 7:46","Harris",51
"California","SurveyUSA",1785,"9/19/19 7:46","Pence",34
"California","SurveyUSA",1785,"9/19/19 7:46","Harris",51
"California","SurveyUSA",1785,"9/19/19 7:46","Haley",24
"California","SurveyUSA",1785,"9/19/19 7:46","O'Rourke",51
"California","SurveyUSA",1785,"9/19/19 7:46","Trump",34
"California","SurveyUSA",1785,"9/19/19 7:46","O'Rourke",47
"California","SurveyUSA",1785,"9/19/19 7:46","Pence",34
"California","SurveyUSA",1785,"9/19/19 7:46","O'Rourke",44
"California","SurveyUSA",1785,"9/19/19 7:46","Haley",25
"California","SurveyUSA",1785,"9/19/19 7:47","Warren",53
"California","SurveyUSA",1785,"9/19/19 7:47","Trump",35
"California","SurveyUSA",1785,"9/19/19 7:47","Warren",50
"California","SurveyUSA",1785,"9/19/19 7:47","Pence",33
"California","SurveyUSA",1785,"9/19/19 7:47","Warren",49
"California","SurveyUSA",1785,"9/19/19 7:47","Haley",25
"California","SurveyUSA",1785,"9/19/19 7:47","Sanders",57
"California","SurveyUSA",1785,"9/19/19 7:47","Trump",33
"California","SurveyUSA",1785,"9/19/19 7:47","Sanders",57
"California","SurveyUSA",1785,"9/19/19 7:47","Pence",31
"California","SurveyUSA",1785,"9/19/19 7:47","Sanders",56
"California","SurveyUSA",1785,"9/19/19 7:47","Haley",24
"Texas","University of Texas at Tyler",1199,"9/19/19 9:44","Biden",39.6
"Texas","University of Texas at Tyler",1199,"9/19/19 9:44","Trump",38
"Texas","University of Texas at Tyler",1199,"9/19/19 9:44","Warren",36.5
"Texas","University of Texas at Tyler",1199,"9/19/19 9:44","Trump",39.5
"Texas","University of Texas at Tyler",1199,"9/19/19 9:44","Harris",31.8
"Texas","University of Texas at Tyler",1199,"9/19/19 9:44","Trump",39.4
"Texas","University of Texas at Tyler",1199,"9/19/19 9:44","Sanders",37.9
"Texas","University of Texas at Tyler",1199,"9/19/19 9:44","Trump",39.6
"Texas","University of Texas at Tyler",1199,"9/19/19 9:44","Buttigieg",30.4
"Texas","University of Texas at Tyler",1199,"9/19/19 9:44","Trump",39.3
"Texas","University of Texas at Tyler",1199,"9/19/19 9:44","O'Rourke",42
"Texas","University of Texas at Tyler",1199,"9/19/19 9:44","Trump",39.7
"Florida","Florida Atlantic University",934,"9/18/19 13:17","Biden",49.5
"Florida","Florida Atlantic University",934,"9/18/19 13:17","Trump",50.5
"Florida","Florida Atlantic University",934,"9/18/19 13:17","Sanders",49.5
"Florida","Florida Atlantic University",934,"9/18/19 13:17","Trump",50.5
"Florida","Florida Atlantic University",934,"9/18/19 13:17","Harris",48
"Florida","Florida Atlantic University",934,"9/18/19 13:17","Trump",52
"Florida","Florida Atlantic University",934,"9/18/19 13:18","Warren",49.9
"Florida","Florida Atlantic University",934,"9/18/19 13:18","Trump",50.1
"Virginia","Research America Inc.",1009,"9/26/19 13:04","Biden",55
"Virginia","Research America Inc.",1009,"9/26/19 13:04","Trump",37
"Virginia","Research America Inc.",1009,"9/26/19 13:04","Warren",53
"Virginia","Research America Inc.",1009,"9/26/19 13:04","Trump",38
"Virginia","Research America Inc.",1009,"9/26/19 13:04","Sanders",53
"Virginia","Research America Inc.",1009,"9/26/19 13:04","Trump",38
"Virginia","Research America Inc.",1009,"9/26/19 13:04","Harris",50
"Virginia","Research America Inc.",1009,"9/26/19 13:04","Trump",38
"Virginia","Research America Inc.",882,"9/26/19 19:09","Biden",55
"Virginia","Research America Inc.",882,"9/26/19 19:09","Trump",38
"Virginia","Research America Inc.",882,"9/26/19 19:09","Warren",52
"Virginia","Research America Inc.",882,"9/26/19 19:09","Trump",39
"Virginia","Research America Inc.",882,"9/26/19 19:09","Sanders",52
"Virginia","Research America Inc.",882,"9/26/19 19:09","Trump",39
"Virginia","Research America Inc.",882,"9/26/19 19:10","Harris",50
"Virginia","Research America Inc.",882,"9/26/19 19:10","Trump",39
"","Marquette University Law School",1423,"10/21/19 13:55","Biden",45
"","Marquette University Law School",1423,"10/21/19 13:55","Trump",34
"","Marquette University Law School",1423,"10/21/19 13:55","Warren",40
"","Marquette University Law School",1423,"10/21/19 13:55","Trump",35
"Arizona","Bendixen & Amandi International",520,"9/18/19 7:43","Sanders",37
"Arizona","Bendixen & Amandi International",520,"9/18/19 7:43","Trump",45
"Arizona","Bendixen & Amandi International",520,"9/18/19 7:44","Harris",38
"Arizona","Bendixen & Amandi International",520,"9/18/19 7:44","Trump",42
"Arizona","Bendixen & Amandi International",520,"9/18/19 7:44","Biden",42
"Arizona","Bendixen & Amandi International",520,"9/18/19 7:44","Trump",43
"Arizona","Bendixen & Amandi International",520,"9/18/19 7:45","Warren",42
"Arizona","Bendixen & Amandi International",520,"9/18/19 7:45","Trump",42
"","GQR Research (GQRR)",800,"9/16/19 8:17","Biden",50
"","GQR Research (GQRR)",800,"9/16/19 8:17","Trump",41
"","GQR Research (GQRR)",800,"9/16/19 8:17","Amash",4
"","GQR Research (GQRR)",775,"9/16/19 8:17","Biden",50
"","GQR Research (GQRR)",775,"9/16/19 8:17","Trump",41
"","GQR Research (GQRR)",775,"9/16/19 8:17","Amash",4
"","GQR Research (GQRR)",800,"9/16/19 8:17","Warren",48
"","GQR Research (GQRR)",800,"9/16/19 8:17","Trump",41
"","GQR Research (GQRR)",800,"9/16/19 8:17","Amash",5
"","GQR Research (GQRR)",775,"9/16/19 8:17","Warren",48
"","GQR Research (GQRR)",775,"9/16/19 8:17","Trump",41
"","GQR Research (GQRR)",775,"9/16/19 8:17","Amash",5
"","GQR Research (GQRR)",800,"9/16/19 8:17","Sanders",48
"","GQR Research (GQRR)",800,"9/16/19 8:17","Trump",43
"","GQR Research (GQRR)",800,"9/16/19 8:17","Amash",5
"","GQR Research (GQRR)",775,"9/16/19 8:17","Sanders",47
"","GQR Research (GQRR)",775,"9/16/19 8:17","Trump",43
"","GQR Research (GQRR)",775,"9/16/19 8:17","Amash",4
"Wisconsin","Optimus",534,"9/12/19 19:24","Biden",44
"Wisconsin","Optimus",534,"9/12/19 19:24","Trump",42
"Wisconsin","Optimus",534,"9/12/19 19:24","Sanders",49
"Wisconsin","Optimus",534,"9/12/19 19:24","Trump",43
"Wisconsin","Optimus",534,"9/12/19 19:24","Warren",43
"Wisconsin","Optimus",534,"9/12/19 19:24","Trump",42
"Michigan","Optimus",529,"9/12/19 19:24","Biden",42
"Michigan","Optimus",529,"9/12/19 19:24","Trump",41
"Michigan","Optimus",529,"9/12/19 19:24","Sanders",40
"Michigan","Optimus",529,"9/12/19 19:24","Trump",43
"Michigan","Optimus",529,"9/12/19 19:25","Warren",41
"Michigan","Optimus",529,"9/12/19 19:25","Trump",42
"Pennsylvania","Optimus",527,"9/12/19 19:25","Biden",45
"Pennsylvania","Optimus",527,"9/12/19 19:25","Trump",41
"Pennsylvania","Optimus",527,"9/12/19 19:25","Sanders",44
"Pennsylvania","Optimus",527,"9/12/19 19:25","Trump",42
"Pennsylvania","Optimus",527,"9/12/19 19:25","Warren",43
"Pennsylvania","Optimus",527,"9/12/19 19:25","Trump",41
"New Hampshire","Emerson College",1041,"9/10/19 12:02","Biden",54.6
"New Hampshire","Emerson College",1041,"9/10/19 12:02","Trump",45.4
"New Hampshire","Emerson College",1041,"9/10/19 12:02","Sanders",52.5
"New Hampshire","Emerson College",1041,"9/10/19 12:02","Trump",47.5
"New Hampshire","Emerson College",1041,"9/10/19 12:02","Harris",50.9
"New Hampshire","Emerson College",1041,"9/10/19 12:02","Trump",49.1
"New Hampshire","Emerson College",1041,"9/10/19 12:02","Warren",49.1
"New Hampshire","Emerson College",1041,"9/10/19 12:02","Trump",50.9
"New Hampshire","Emerson College",1041,"9/10/19 12:02","Yang",53.8
"New Hampshire","Emerson College",1041,"9/10/19 12:02","Trump",46.2
"Texas","Univision/University of Houston/Latino Decisions/North Star Opinion Research",1004,"9/10/19 12:37","Biden",47
"Texas","Univision/University of Houston/Latino Decisions/North Star Opinion Research",1004,"9/10/19 12:37","Trump",43
"Texas","Univision/University of Houston/Latino Decisions/North Star Opinion Research",1004,"9/10/19 12:37","Sanders",48
"Texas","Univision/University of Houston/Latino Decisions/North Star Opinion Research",1004,"9/10/19 12:37","Trump",42
"Texas","Univision/University of Houston/Latino Decisions/North Star Opinion Research",1004,"9/10/19 12:37","Warren",44
"Texas","Univision/University of Houston/Latino Decisions/North Star Opinion Research",1004,"9/10/19 12:37","Trump",42
"Texas","Univision/University of Houston/Latino Decisions/North Star Opinion Research",1004,"9/10/19 12:37","Harris",45
"Texas","Univision/University of Houston/Latino Decisions/North Star Opinion Research",1004,"9/10/19 12:37","Trump",44
"Texas","Univision/University of Houston/Latino Decisions/North Star Opinion Research",1004,"9/10/19 12:37","Castro",44
"Texas","Univision/University of Houston/Latino Decisions/North Star Opinion Research",1004,"9/10/19 12:37","Trump",41
"Texas","Univision/University of Houston/Latino Decisions/North Star Opinion Research",1004,"9/10/19 12:38","Booker",43
"Texas","Univision/University of Houston/Latino Decisions/North Star Opinion Research",1004,"9/10/19 12:38","Trump",41
"","ABC News/The Washington Post",1003,"9/11/19 7:08","Biden",54
"","ABC News/The Washington Post",1003,"9/11/19 7:08","Trump",38
"","ABC News/The Washington Post",1003,"9/11/19 7:08","Sanders",52
"","ABC News/The Washington Post",1003,"9/11/19 7:08","Trump",40
"","ABC News/The Washington Post",1003,"9/11/19 7:08","Warren",51
"","ABC News/The Washington Post",1003,"9/11/19 7:08","Trump",40
"","ABC News/The Washington Post",1003,"9/11/19 7:08","Harris",50
"","ABC News/The Washington Post",1003,"9/11/19 7:08","Trump",40
"","ABC News/The Washington Post",1003,"9/11/19 7:08","Buttigieg",47
"","ABC News/The Washington Post",1003,"9/11/19 7:08","Trump",41
"","ABC News/The Washington Post",877,"9/11/19 7:08","Biden",55
"","ABC News/The Washington Post",877,"9/11/19 7:08","Trump",40
"","ABC News/The Washington Post",877,"9/11/19 7:08","Sanders",52
"","ABC News/The Washington Post",877,"9/11/19 7:08","Trump",43
"","ABC News/The Washington Post",877,"9/11/19 7:08","Warren",51
"","ABC News/The Washington Post",877,"9/11/19 7:08","Trump",44
"","ABC News/The Washington Post",877,"9/11/19 7:08","Harris",50
"","ABC News/The Washington Post",877,"9/11/19 7:08","Trump",43
"","ABC News/The Washington Post",877,"9/11/19 7:08","Buttigieg",47
"","ABC News/The Washington Post",877,"9/11/19 7:08","Trump",43
"","IBD/TIPP",848,"9/3/19 12:43","Biden",54
"","IBD/TIPP",848,"9/3/19 12:43","Trump",42
"","IBD/TIPP",848,"9/3/19 12:43","Sanders",49
"","IBD/TIPP",848,"9/3/19 12:43","Trump",45
"","IBD/TIPP",848,"9/3/19 12:43","Warren",49
"","IBD/TIPP",848,"9/3/19 12:43","Trump",46
"","IBD/TIPP",848,"9/3/19 12:44","Harris",49
"","IBD/TIPP",848,"9/3/19 12:44","Trump",46
"Wisconsin","Marquette University Law School",800,"9/4/19 15:25","Biden",51
"Wisconsin","Marquette University Law School",800,"9/4/19 15:25","Trump",42
"Wisconsin","Marquette University Law School",800,"9/4/19 15:26","Sanders",48
"Wisconsin","Marquette University Law School",800,"9/4/19 15:26","Trump",44
"Wisconsin","Marquette University Law School",800,"9/4/19 15:26","Warren",45
"Wisconsin","Marquette University Law School",800,"9/4/19 15:26","Trump",45
"Wisconsin","Marquette University Law School",800,"9/4/19 15:26","Harris",44
"Wisconsin","Marquette University Law School",800,"9/4/19 15:26","Trump",44
"Wisconsin","Marquette University Law School",672,"6/23/20 17:07","Biden",51
"Wisconsin","Marquette University Law School",672,"6/23/20 17:07","Trump",44
"Wisconsin","Marquette University Law School",672,"6/23/20 17:07","Sanders",48
"Wisconsin","Marquette University Law School",672,"6/23/20 17:07","Trump",46
"Wisconsin","Marquette University Law School",672,"6/23/20 17:08","Warren",48
"Wisconsin","Marquette University Law School",672,"6/23/20 17:08","Trump",46
"Wisconsin","Marquette University Law School",672,"6/23/20 17:08","Harris",46
"Wisconsin","Marquette University Law School",672,"6/23/20 17:08","Trump",46
"","Emerson College",1458,"8/27/19 12:04","Biden",54.2
"","Emerson College",1458,"8/27/19 12:04","Trump",45.8
"","Emerson College",1458,"8/27/19 12:04","Warren",50.4
"","Emerson College",1458,"8/27/19 12:04","Trump",49.6
"","Emerson College",1458,"8/27/19 12:04","Sanders",52
"","Emerson College",1458,"8/27/19 12:04","Trump",48
"","Emerson College",1458,"8/27/19 12:04","Harris",50
"","Emerson College",1458,"8/27/19 12:04","Trump",50
"","Emerson College",1458,"8/27/19 12:04","Buttigieg",49.3
"","Emerson College",1458,"8/27/19 12:04","Trump",50.7
"","Quinnipiac University",1422,"8/28/19 8:06","Biden",54
"","Quinnipiac University",1422,"8/28/19 8:06","Trump",38
"","Quinnipiac University",1422,"8/28/19 8:06","Sanders",53
"","Quinnipiac University",1422,"8/28/19 8:06","Trump",39
"","Quinnipiac University",1422,"8/28/19 8:06","Warren",52
"","Quinnipiac University",1422,"8/28/19 8:06","Trump",40
"","Quinnipiac University",1422,"8/28/19 8:06","Harris",51
"","Quinnipiac University",1422,"8/28/19 8:06","Trump",40
"","Quinnipiac University",1422,"8/28/19 8:06","Buttigieg",49
"","Quinnipiac University",1422,"8/28/19 8:06","Trump",40
"Texas","Climate Nexus",1660,"9/11/19 9:15","Biden",43
"Texas","Climate Nexus",1660,"9/11/19 9:15","Trump",43
"Texas","Climate Nexus",1660,"9/11/19 9:15","Sanders",41
"Texas","Climate Nexus",1660,"9/11/19 9:15","Trump",45
"Texas","Climate Nexus",1660,"9/11/19 9:15","Warren",39
"Texas","Climate Nexus",1660,"9/11/19 9:15","Trump",45
"Texas","Climate Nexus",1660,"9/11/19 9:15","Harris",37
"Texas","Climate Nexus",1660,"9/11/19 9:15","Trump",45
"Texas","Climate Nexus",1660,"9/11/19 9:15","Buttigieg",36
"Texas","Climate Nexus",1660,"9/11/19 9:15","Trump",44
"Texas","Climate Nexus",1660,"9/11/19 9:15","O'Rourke",44
"Texas","Climate Nexus",1660,"9/11/19 9:15","Trump",45
"Texas","Climate Nexus",1660,"9/11/19 9:15","Castro",37
"Texas","Climate Nexus",1660,"9/11/19 9:15","Trump",45
"","Harris Insights & Analytics",1001,"8/26/19 21:46","Delaney",32
"","Harris Insights & Analytics",1001,"8/26/19 21:46","Trump",37
"","Harris Insights & Analytics",1001,"8/26/19 21:46","Gabbard",33
"","Harris Insights & Analytics",1001,"8/26/19 21:46","Trump",38
"","Harris Insights & Analytics",1001,"8/26/19 21:46","Gillibrand",34
"","Harris Insights & Analytics",1001,"8/26/19 21:46","Trump",38
"","Harris Insights & Analytics",1001,"8/26/19 21:46","Williamson",30
"","Harris Insights & Analytics",1001,"8/26/19 21:46","Trump",37
"","Harris Insights & Analytics",1001,"8/26/19 21:46","Yang",33
"","Harris Insights & Analytics",1001,"8/26/19 21:46","Trump",37
"","Harris Insights & Analytics",1001,"8/26/19 21:46","Messam",28
"","Harris Insights & Analytics",1001,"8/26/19 21:46","Trump",37
"","Harris Insights & Analytics",1001,"8/26/19 21:46","Bennet",31
"","Harris Insights & Analytics",1001,"8/26/19 21:46","Trump",37
"","Harris Insights & Analytics",1001,"8/26/19 21:46","Bullock",32
"","Harris Insights & Analytics",1001,"8/26/19 21:46","Trump",37
"","Harris Insights & Analytics",1001,"8/26/19 21:46","de Blasio",32
"","Harris Insights & Analytics",1001,"8/26/19 21:46","Trump",37
"","Harris Insights & Analytics",1001,"8/26/19 21:46","Steyer",32
"","Harris Insights & Analytics",1001,"8/26/19 21:46","Trump",38
"","Harris Insights & Analytics",1002,"8/26/19 7:58","Biden",44
"","Harris Insights & Analytics",1002,"8/26/19 7:58","Trump",37
"","Harris Insights & Analytics",1002,"8/26/19 7:58","Sanders",40
"","Harris Insights & Analytics",1002,"8/26/19 7:58","Trump",39
"","Harris Insights & Analytics",1002,"8/26/19 7:58","Warren",38
"","Harris Insights & Analytics",1002,"8/26/19 7:58","Trump",38
"","Harris Insights & Analytics",1002,"8/26/19 7:58","O'Rourke",34
"","Harris Insights & Analytics",1002,"8/26/19 7:58","Trump",39
"","Harris Insights & Analytics",1002,"8/26/19 7:58","Harris",35
"","Harris Insights & Analytics",1002,"8/26/19 7:58","Trump",39
"","Harris Insights & Analytics",1002,"8/26/19 7:58","Buttigieg",33
"","Harris Insights & Analytics",1002,"8/26/19 7:58","Trump",38
"","Harris Insights & Analytics",1002,"8/26/19 7:58","Booker",34
"","Harris Insights & Analytics",1002,"8/26/19 7:58","Trump",38
"","Harris Insights & Analytics",1002,"8/26/19 7:58","Castro",35
"","Harris Insights & Analytics",1002,"8/26/19 7:58","Trump",37
"","Harris Insights & Analytics",1002,"8/26/19 7:58","Klobuchar",32
"","Harris Insights & Analytics",1002,"8/26/19 7:58","Trump",39
"Michigan","EPIC-MRA",600,"8/28/19 6:41","Biden",51
"Michigan","EPIC-MRA",600,"8/28/19 6:41","Trump",41
"Michigan","EPIC-MRA",600,"8/28/19 6:41","Warren",49
"Michigan","EPIC-MRA",600,"8/28/19 6:41","Trump",43
"Michigan","EPIC-MRA",600,"8/28/19 6:41","Sanders",48
"Michigan","EPIC-MRA",600,"8/28/19 6:41","Trump",44
"Michigan","EPIC-MRA",600,"8/28/19 6:41","Harris",46
"Michigan","EPIC-MRA",600,"8/28/19 6:41","Trump",43
"Colorado","Emerson College",1000,"8/20/19 8:31","Biden",54.9
"Colorado","Emerson College",1000,"8/20/19 8:31","Trump",45.1
"Colorado","Emerson College",1000,"8/20/19 8:31","Sanders",54.8
"Colorado","Emerson College",1000,"8/20/19 8:31","Trump",45.2
"Colorado","Emerson College",1000,"8/20/19 8:31","Harris",51.5
"Colorado","Emerson College",1000,"8/20/19 8:31","Trump",48.5
"Colorado","Emerson College",1000,"8/20/19 8:31","Warren",53.5
"Colorado","Emerson College",1000,"8/20/19 8:31","Trump",46.5
"Colorado","Emerson College",1000,"8/20/19 8:31","Buttigieg",54.7
"Colorado","Emerson College",1000,"8/20/19 8:31","Trump",45.3
"","Morning Consult",1998,"8/21/19 0:04","Biden",42
"","Morning Consult",1998,"8/21/19 0:04","Trump",35
"","Morning Consult",1998,"8/21/19 0:04","Sanders",40
"","Morning Consult",1998,"8/21/19 0:04","Trump",35
"","Morning Consult",1998,"8/21/19 0:04","Warren",35
"","Morning Consult",1998,"8/21/19 0:04","Trump",35
"","Morning Consult",1998,"8/21/19 0:04","Booker",28
"","Morning Consult",1998,"8/21/19 0:04","Trump",35
"","Morning Consult",1998,"8/21/19 0:05","Harris",32
"","Morning Consult",1998,"8/21/19 0:05","Trump",35
"","Morning Consult",1998,"8/21/19 0:05","O'Rourke",28
"","Morning Consult",1998,"8/21/19 0:05","Trump",36
"","Morning Consult",1998,"8/21/19 0:05","Buttigieg",27
"","Morning Consult",1998,"8/21/19 0:05","Trump",35
"Nevada","Gravis Marketing",926,"8/20/19 8:30","Williamson",40
"Nevada","Gravis Marketing",926,"8/20/19 8:30","Trump",48
"Nevada","Gravis Marketing",926,"8/20/19 8:30","Booker",44
"Nevada","Gravis Marketing",926,"8/20/19 8:30","Trump",46
"Nevada","Gravis Marketing",926,"8/20/19 8:30","Sanders",47
"Nevada","Gravis Marketing",926,"8/20/19 8:30","Trump",44
"Nevada","Gravis Marketing",926,"8/20/19 8:30","Biden",49
"Nevada","Gravis Marketing",926,"8/20/19 8:30","Trump",43
"Nevada","Gravis Marketing",926,"8/20/19 8:30","Warren",46
"Nevada","Gravis Marketing",926,"8/20/19 8:30","Trump",47
"Nevada","Gravis Marketing",926,"8/20/19 8:30","Buttigieg",42
"Nevada","Gravis Marketing",926,"8/20/19 8:30","Trump",46
"Nevada","Gravis Marketing",926,"8/20/19 8:30","Harris",45
"Nevada","Gravis Marketing",926,"8/20/19 8:30","Trump",45
"Arizona","OH Predictive Insights",600,"8/22/19 9:04","Sanders",34
"Arizona","OH Predictive Insights",600,"8/22/19 9:04","Trump",44
"Arizona","OH Predictive Insights",600,"8/22/19 9:04","Biden",45
"Arizona","OH Predictive Insights",600,"8/22/19 9:04","Trump",43
"Arizona","OH Predictive Insights",600,"8/22/19 9:04","Harris",36
"Arizona","OH Predictive Insights",600,"8/22/19 9:04","Trump",45
"Arizona","OH Predictive Insights",600,"8/22/19 9:04","Warren",43
"Arizona","OH Predictive Insights",600,"8/22/19 9:04","Trump",44
"Arizona","OH Predictive Insights",600,"8/22/19 9:05","Buttigieg",38
"Arizona","OH Predictive Insights",600,"8/22/19 9:05","Trump",43
"","Fox News/Beacon Research/Shaw & Co. Research",1013,"8/15/19 18:00","Biden",50
"","Fox News/Beacon Research/Shaw & Co. Research",1013,"8/15/19 18:00","Trump",38
"","Fox News/Beacon Research/Shaw & Co. Research",1013,"8/15/19 18:00","Sanders",48
"","Fox News/Beacon Research/Shaw & Co. Research",1013,"8/15/19 18:00","Trump",39
"","Fox News/Beacon Research/Shaw & Co. Research",1013,"8/15/19 18:00","Harris",45
"","Fox News/Beacon Research/Shaw & Co. Research",1013,"8/15/19 18:00","Trump",39
"","Fox News/Beacon Research/Shaw & Co. Research",1013,"8/15/19 18:00","Warren",46
"","Fox News/Beacon Research/Shaw & Co. Research",1013,"8/15/19 18:00","Trump",39
"","Zogby Interactive/JZ Analytics",897,"8/19/19 12:51","Biden",45
"","Zogby Interactive/JZ Analytics",897,"8/19/19 12:51","Trump",46
"","Zogby Interactive/JZ Analytics",897,"8/19/19 12:51","Sanders",44
"","Zogby Interactive/JZ Analytics",897,"8/19/19 12:51","Trump",45
"","Zogby Interactive/JZ Analytics",897,"8/19/19 12:51","Harris",42
"","Zogby Interactive/JZ Analytics",897,"8/19/19 12:51","Trump",44
"","Zogby Interactive/JZ Analytics",897,"8/19/19 12:51","Warren",43
"","Zogby Interactive/JZ Analytics",897,"8/19/19 12:51","Trump",45
"","Zogby Interactive/JZ Analytics",897,"8/19/19 12:51","Buttigieg",42
"","Zogby Interactive/JZ Analytics",897,"8/19/19 12:51","Trump",45
"Alaska","Zogby Interactive/JZ Analytics",321,"8/16/19 14:32","Biden",40
"Alaska","Zogby Interactive/JZ Analytics",321,"8/16/19 14:32","Trump",45
"Alaska","Zogby Interactive/JZ Analytics",321,"8/16/19 14:32","Sanders",38
"Alaska","Zogby Interactive/JZ Analytics",321,"8/16/19 14:32","Trump",45
"Alaska","Zogby Interactive/JZ Analytics",321,"8/16/19 14:32","Harris",30
"Alaska","Zogby Interactive/JZ Analytics",321,"8/16/19 14:32","Trump",48
"Alaska","Zogby Interactive/JZ Analytics",321,"8/16/19 14:33","Warren",32
"Alaska","Zogby Interactive/JZ Analytics",321,"8/16/19 14:33","Trump",48
"Alaska","Zogby Interactive/JZ Analytics",321,"8/16/19 14:33","Buttigieg",31
"Alaska","Zogby Interactive/JZ Analytics",321,"8/16/19 14:33","Trump",45
"New Hampshire","Gravis Marketing",505,"8/13/19 9:05","Sanders",51
